,Experiment_ID,Algorithm,N,R,range_flag,type,seed,kproj,w,M,probes,Average AF,Recall@N,QPS,tApproximateAverage,tTrueAverage
230,231,hypercube,1,2000.0,false,protein,1,4,15.0,100,12,2.0239,0.0,48504.4,2.06167,0.00499168
231,232,hypercube,1,2000.0,false,protein,1,4,15.0,100,14,2.0239,0.0,52060.7,1.92083,0.00495462
232,233,hypercube,1,2000.0,false,protein,1,4,15.0,100,16,2.0239,0.0,55401.7,1.805,0.00500868
233,234,hypercube,1,2000.0,false,protein,1,4,15.0,100,18,2.0239,0.0,54078.4,1.84917,0.00496191
234,235,hypercube,1,2000.0,false,protein,1,4,15.0,1000,2,1.73697,0.0,5980.27,0.000167217,0.00505717
235,236,hypercube,1,2000.0,false,protein,1,4,15.0,1000,4,1.73697,0.0,6238.63,0.000160292,0.00504833
236,237,hypercube,1,2000.0,false,protein,1,4,15.0,1000,6,1.73697,0.0,6220.84,0.00016075,0.00507176
237,238,hypercube,1,2000.0,false,protein,1,4,15.0,1000,8,1.73697,0.0,5303.16,0.000188567,0.00495411
238,239,hypercube,1,2000.0,false,protein,1,4,15.0,1000,10,1.73697,0.0,5633.27,0.000177517,0.00500795
239,240,hypercube,1,2000.0,false,protein,1,4,15.0,1000,12,1.73697,0.0,5973.72,0.0001674,0.00503772
240,241,hypercube,1,2000.0,false,protein,1,4,15.0,1000,14,1.73697,0.0,6191.95,0.0001615,0.0049376
241,242,hypercube,1,2000.0,false,protein,1,4,15.0,1000,16,1.73697,0.0,5597.54,0.00017865,0.00507522
242,243,hypercube,1,2000.0,false,protein,1,4,15.0,1000,18,1.73697,0.0,6071.95,0.000164692,0.00514178
243,244,hypercube,1,2000.0,false,protein,1,4,15.0,10000,2,1.14841,0.0833333,566.808,0.00176427,0.00499435
244,245,hypercube,1,2000.0,false,protein,1,4,15.0,10000,4,1.14841,0.0833333,574.611,0.00174031,0.00502137
245,246,hypercube,1,2000.0,false,protein,1,4,15.0,10000,6,1.14841,0.0833333,580.324,0.00172317,0.00501673
246,247,hypercube,1,2000.0,false,protein,1,4,15.0,10000,8,1.14841,0.0833333,562.045,0.00177922,0.00503578
247,248,hypercube,1,2000.0,false,protein,1,4,15.0,10000,10,1.14841,0.0833333,568.753,0.00175823,0.00501366
248,249,hypercube,1,2000.0,false,protein,1,4,15.0,10000,12,1.14841,0.0833333,558.373,0.00179092,0.00496343
249,250,hypercube,1,2000.0,false,protein,1,4,15.0,10000,14,1.14841,0.0833333,567.983,0.00176062,0.00508903
250,251,hypercube,1,2000.0,false,protein,1,4,15.0,10000,16,1.14841,0.0833333,573.167,0.00174469,0.0050378
251,252,hypercube,1,2000.0,false,protein,1,4,15.0,10000,18,1.14841,0.0833333,594.902,0.00168095,0.00498395
252,253,hypercube,1,2000.0,false,protein,1,4,20.0,10,2,2.30715,0.0,279720.0,3.575,0.00508877
253,254,hypercube,1,2000.0,false,protein,1,4,20.0,10,4,2.30715,0.0,231214.0,4.325,0.00553496
254,255,hypercube,1,2000.0,false,protein,1,4,20.0,10,6,2.30715,0.0,260304.0,3.84167,0.00496564
255,256,hypercube,1,2000.0,false,protein,1,4,20.0,10,8,2.30715,0.0,236220.0,4.23333,0.00502383
256,257,hypercube,1,2000.0,false,protein,1,4,20.0,10,10,2.30715,0.0,242915.0,4.11667,0.0051808
257,258,hypercube,1,2000.0,false,protein,1,4,20.0,10,12,2.30715,0.0,203735.0,4.90833,0.0049556
258,259,hypercube,1,2000.0,false,protein,1,4,20.0,10,14,2.30715,0.0,219378.0,4.55833,0.0050475
259,260,hypercube,1,2000.0,false,protein,1,4,20.0,10,16,2.30715,0.0,239521.0,4.175,0.00503282
260,261,hypercube,1,2000.0,false,protein,1,4,20.0,10,18,2.30715,0.0,205832.0,4.85833,0.00515907
261,262,hypercube,1,2000.0,false,protein,1,4,20.0,100,2,2.0239,0.0,59523.8,1.68,0.00504561
262,263,hypercube,1,2000.0,false,protein,1,4,20.0,100,4,2.0239,0.0,58708.4,1.70333,0.00501893
263,264,hypercube,1,2000.0,false,protein,1,4,20.0,100,6,2.0239,0.0,60544.9,1.65167,0.00500989
264,265,hypercube,1,2000.0,false,protein,1,4,20.0,100,8,2.0239,0.0,57498.8,1.73917,0.00513897
265,266,hypercube,1,2000.0,false,protein,1,4,20.0,100,10,2.0239,0.0,57388.8,1.7425,0.00502241
266,267,hypercube,1,2000.0,false,protein,1,4,20.0,100,12,2.0239,0.0,56258.8,1.7775,0.00498653
267,268,hypercube,1,2000.0,false,protein,1,4,20.0,100,14,2.0239,0.0,56101.0,1.7825,0.00501697
268,269,hypercube,1,2000.0,false,protein,1,4,20.0,100,16,2.0239,0.0,54619.9,1.83083,0.00502585
269,270,hypercube,1,2000.0,false,protein,1,4,20.0,100,18,2.0239,0.0,57142.9,1.75,0.00492655
270,271,hypercube,1,2000.0,false,protein,1,4,20.0,1000,2,1.73697,0.0,6286.01,0.000159083,0.00502975
271,272,hypercube,1,2000.0,false,protein,1,4,20.0,1000,4,1.73697,0.0,6353.58,0.000157392,0.00506447
272,273,hypercube,1,2000.0,false,protein,1,4,20.0,1000,6,1.73697,0.0,5702.07,0.000175375,0.00508753
273,274,hypercube,1,2000.0,false,protein,1,4,20.0,1000,8,1.73697,0.0,6255.21,0.000159867,0.00506853
274,275,hypercube,1,2000.0,false,protein,1,4,20.0,1000,10,1.73697,0.0,5476.45,0.0001826,0.00504927
275,276,hypercube,1,2000.0,false,protein,1,4,20.0,1000,12,1.73697,0.0,6009.62,0.0001664,0.00513498
276,277,hypercube,1,2000.0,false,protein,1,4,20.0,1000,14,1.73697,0.0,5680.74,0.000176033,0.00514552
277,278,hypercube,1,2000.0,false,protein,1,4,20.0,1000,16,1.73697,0.0,6310.81,0.000158458,0.00508412
278,279,hypercube,1,2000.0,false,protein,1,4,20.0,1000,18,1.73697,0.0,6121.2,0.000163367,0.00506363
279,280,hypercube,1,2000.0,false,protein,1,4,20.0,10000,2,1.14841,0.0833333,581.674,0.00171918,0.00522603
280,281,hypercube,1,2000.0,false,protein,1,4,20.0,10000,4,1.14841,0.0833333,566.709,0.00176458,0.00502042
281,282,hypercube,1,2000.0,false,protein,1,4,20.0,10000,6,1.14841,0.0833333,578.824,0.00172764,0.00506493
282,283,hypercube,1,2000.0,false,protein,1,4,20.0,10000,8,1.14841,0.0833333,574.603,0.00174033,0.00516328
283,284,hypercube,1,2000.0,false,protein,1,4,20.0,10000,10,1.14841,0.0833333,561.753,0.00178014,0.00506275
284,285,hypercube,1,2000.0,false,protein,1,4,20.0,10000,12,1.14841,0.0833333,563.756,0.00177382,0.0050816
285,286,hypercube,1,2000.0,false,protein,1,4,20.0,10000,14,1.14841,0.0833333,568.462,0.00175913,0.00510031
286,287,hypercube,1,2000.0,false,protein,1,4,20.0,10000,16,1.14841,0.0833333,572.516,0.00174668,0.00509533
287,288,hypercube,1,2000.0,false,protein,1,4,20.0,10000,18,1.14841,0.0833333,568.78,0.00175815,0.00498001
288,289,hypercube,1,2000.0,false,protein,1,8,3.0,10,2,2.20162,0.0,136830.0,7.30833,0.00511766
289,290,hypercube,1,2000.0,false,protein,1,8,3.0,10,4,2.20162,0.0,75188.0,1.33,0.0051735
290,291,hypercube,1,2000.0,false,protein,1,8,3.0,10,6,2.20162,0.0,54347.8,1.84,0.0051837
291,292,hypercube,1,2000.0,false,protein,1,8,3.0,10,8,2.20162,0.0,53763.4,1.86,0.00506157
292,293,hypercube,1,2000.0,false,protein,1,8,3.0,10,10,2.20162,0.0,54298.6,1.84167,0.00506505
293,294,hypercube,1,2000.0,false,protein,1,8,3.0,10,12,2.20162,0.0,51413.9,1.945,0.00507299
294,295,hypercube,1,2000.0,false,protein,1,8,3.0,10,14,2.20162,0.0,50335.6,1.98667,0.00505641
295,296,hypercube,1,2000.0,false,protein,1,8,3.0,10,16,2.20162,0.0,46475.6,2.15167,0.00511473
296,297,hypercube,1,2000.0,false,protein,1,8,3.0,10,18,2.20162,0.0,49627.8,2.015,0.00508817
297,298,hypercube,1,2000.0,false,protein,1,8,3.0,100,2,1.8136,0.0,23130.3,4.32333,0.00505822
298,299,hypercube,1,2000.0,false,protein,1,8,3.0,100,4,1.8136,0.0,17727.9,5.64083,0.00516123
299,300,hypercube,1,2000.0,false,protein,1,8,3.0,100,6,1.8136,0.0,18413.4,5.43083,0.00504637
300,301,hypercube,1,2000.0,false,protein,1,8,3.0,100,8,1.8136,0.0,18680.0,5.35333,0.0050415
301,302,hypercube,1,2000.0,false,protein,1,8,3.0,100,10,1.8136,0.0,17830.6,5.60833,0.00505988
302,303,hypercube,1,2000.0,false,protein,1,8,3.0,100,12,1.8136,0.0,18441.7,5.4225,0.00508638
303,304,hypercube,1,2000.0,false,protein,1,8,3.0,100,14,1.8136,0.0,18072.3,5.53333,0.00504233
304,305,hypercube,1,2000.0,false,protein,1,8,3.0,100,16,1.8136,0.0,18066.8,5.535,0.00504614
305,306,hypercube,1,2000.0,false,protein,1,8,3.0,100,18,1.8136,0.0,17862.5,5.59833,0.00505046
306,307,hypercube,1,2000.0,false,protein,1,8,3.0,1000,2,1.19234,0.166667,2934.27,0.0003408,0.00504619
307,308,hypercube,1,2000.0,false,protein,1,8,3.0,1000,4,1.19234,0.166667,2876.32,0.000347667,0.00503238
308,309,hypercube,1,2000.0,false,protein,1,8,3.0,1000,6,1.19234,0.166667,2593.59,0.000385567,0.00506552
309,310,hypercube,1,2000.0,false,protein,1,8,3.0,1000,8,1.19234,0.166667,2729.07,0.000366425,0.00503659
310,311,hypercube,1,2000.0,false,protein,1,8,3.0,1000,10,1.19234,0.166667,2686.43,0.000372242,0.00505478
311,312,hypercube,1,2000.0,false,protein,1,8,3.0,1000,12,1.19234,0.166667,2652.29,0.000377033,0.00504714
312,313,hypercube,1,2000.0,false,protein,1,8,3.0,1000,14,1.19234,0.166667,2710.7,0.000368908,0.00505696
313,314,hypercube,1,2000.0,false,protein,1,8,3.0,1000,16,1.19234,0.166667,2705.44,0.000369625,0.00508053
314,315,hypercube,1,2000.0,false,protein,1,8,3.0,1000,18,1.19234,0.166667,2700.88,0.00037025,0.00502639
315,316,hypercube,1,2000.0,false,protein,1,8,3.0,10000,2,1.08787,0.166667,424.674,0.00235475,0.00502489
316,317,hypercube,1,2000.0,false,protein,1,8,3.0,10000,4,1.03218,0.25,354.675,0.00281948,0.00509956
317,318,hypercube,1,2000.0,false,protein,1,8,3.0,10000,6,1.03218,0.25,362.782,0.00275647,0.00500921
318,319,hypercube,1,2000.0,false,protein,1,8,3.0,10000,8,1.03218,0.25,358.323,0.00279078,0.00505832
319,320,hypercube,1,2000.0,false,protein,1,8,3.0,10000,10,1.03218,0.25,363.783,0.00274889,0.00504048
320,321,hypercube,1,2000.0,false,protein,1,8,3.0,10000,12,1.03218,0.25,354.226,0.00282306,0.00497923
321,322,hypercube,1,2000.0,false,protein,1,8,3.0,10000,14,1.03218,0.25,349.751,0.00285917,0.00498933
322,323,hypercube,1,2000.0,false,protein,1,8,3.0,10000,16,1.03218,0.25,359.199,0.00278398,0.00498092
323,324,hypercube,1,2000.0,false,protein,1,8,3.0,10000,18,1.03218,0.25,359.539,0.00278134,0.00509394
324,325,hypercube,1,2000.0,false,protein,1,8,4.0,10,2,2.19014,0.0,151515.0,6.6,0.00508221
325,326,hypercube,1,2000.0,false,protein,1,8,4.0,10,4,2.19014,0.0,79734.2,1.25417,0.00510788
326,327,hypercube,1,2000.0,false,protein,1,8,4.0,10,6,2.19014,0.0,54176.1,1.84583,0.00511219
327,328,hypercube,1,2000.0,false,protein,1,8,4.0,10,8,2.19014,0.0,49792.5,2.00833,0.00526782
328,329,hypercube,1,2000.0,false,protein,1,8,4.0,10,10,2.19014,0.0,52770.4,1.895,0.00513557
329,330,hypercube,1,2000.0,false,protein,1,8,4.0,10,12,2.19014,0.0,52631.6,1.9,0.00512734
330,331,hypercube,1,2000.0,false,protein,1,8,4.0,10,14,2.19014,0.0,47337.3,2.1125,0.00508119
331,332,hypercube,1,2000.0,false,protein,1,8,4.0,10,16,2.19014,0.0,53691.3,1.8625,0.00509103
332,333,hypercube,1,2000.0,false,protein,1,8,4.0,10,18,2.19014,0.0,50104.4,1.99583,0.00544276
333,334,hypercube,1,2000.0,false,protein,1,8,4.0,100,2,1.35896,0.0833333,21889.8,4.56833,0.00510534
334,335,hypercube,1,2000.0,false,protein,1,8,4.0,100,4,1.35896,0.0833333,18550.0,5.39083,0.00517331
335,336,hypercube,1,2000.0,false,protein,1,8,4.0,100,6,1.35896,0.0833333,18630.6,5.3675,0.00506364
336,337,hypercube,1,2000.0,false,protein,1,8,4.0,100,8,1.35896,0.0833333,17505.5,5.7125,0.0051136
337,338,hypercube,1,2000.0,false,protein,1,8,4.0,100,10,1.35896,0.0833333,16987.5,5.88667,0.00506273
338,339,hypercube,1,2000.0,false,protein,1,8,4.0,100,12,1.35896,0.0833333,18329.0,5.45583,0.00512664
339,340,hypercube,1,2000.0,false,protein,1,8,4.0,100,14,1.35896,0.0833333,17551.6,5.6975,0.00510788
340,341,hypercube,1,2000.0,false,protein,1,8,4.0,100,16,1.35896,0.0833333,18115.9,5.52,0.00511418
341,342,hypercube,1,2000.0,false,protein,1,8,4.0,100,18,1.35896,0.0833333,17841.2,5.605,0.00516527
342,343,hypercube,1,2000.0,false,protein,1,8,4.0,1000,2,1.11652,0.25,2752.61,0.000363292,0.0050279
343,344,hypercube,1,2000.0,false,protein,1,8,4.0,1000,4,1.11652,0.25,2668.33,0.000374767,0.00509122
344,345,hypercube,1,2000.0,false,protein,1,8,4.0,1000,6,1.11652,0.25,2732.12,0.000366017,0.00507187
345,346,hypercube,1,2000.0,false,protein,1,8,4.0,1000,8,1.11652,0.25,2759.83,0.000362342,0.00504604
346,347,hypercube,1,2000.0,false,protein,1,8,4.0,1000,10,1.11652,0.25,2640.9,0.000378658,0.00512315
347,348,hypercube,1,2000.0,false,protein,1,8,4.0,1000,12,1.11652,0.25,2771.49,0.000360817,0.00503662
348,349,hypercube,1,2000.0,false,protein,1,8,4.0,1000,14,1.11652,0.25,2630.02,0.000380225,0.00519546
349,350,hypercube,1,2000.0,false,protein,1,8,4.0,1000,16,1.11652,0.25,2677.26,0.000373517,0.00507612
350,351,hypercube,1,2000.0,false,protein,1,8,4.0,1000,18,1.11652,0.25,2790.5,0.000358358,0.00504349
351,352,hypercube,1,2000.0,false,protein,1,8,4.0,10000,2,1.02578,0.25,416.952,0.00239836,0.00502617
352,353,hypercube,1,2000.0,false,protein,1,8,4.0,10000,4,1.02578,0.25,361.401,0.00276701,0.00511951
353,354,hypercube,1,2000.0,false,protein,1,8,4.0,10000,6,1.02578,0.25,346.52,0.00288583,0.0050603
354,355,hypercube,1,2000.0,false,protein,1,8,4.0,10000,8,1.02578,0.25,353.729,0.00282702,0.00505518
355,356,hypercube,1,2000.0,false,protein,1,8,4.0,10000,10,1.02578,0.25,359.944,0.00277821,0.00515257
356,357,hypercube,1,2000.0,false,protein,1,8,4.0,10000,12,1.02578,0.25,354.503,0.00282085,0.00503362
357,358,hypercube,1,2000.0,false,protein,1,8,4.0,10000,14,1.02578,0.25,355.318,0.00281438,0.00509666
358,359,hypercube,1,2000.0,false,protein,1,8,4.0,10000,16,1.02578,0.25,349.113,0.0028644,0.00517217
359,360,hypercube,1,2000.0,false,protein,1,8,4.0,10000,18,1.02578,0.25,357.215,0.00279943,0.00501748
360,361,hypercube,1,2000.0,false,protein,1,8,5.0,10,2,2.06905,0.0,109589.0,9.125,0.00525338
361,362,hypercube,1,2000.0,false,protein,1,8,5.0,10,4,2.06905,0.0,77871.5,1.28417,0.00515271
362,363,hypercube,1,2000.0,false,protein,1,8,5.0,10,6,2.06905,0.0,43843.6,2.28083,0.00511658
363,364,hypercube,1,2000.0,false,protein,1,8,5.0,10,8,2.06905,0.0,49059.7,2.03833,0.0051235
364,365,hypercube,1,2000.0,false,protein,1,8,5.0,10,10,2.06905,0.0,52470.5,1.90583,0.00512797
365,366,hypercube,1,2000.0,false,protein,1,8,5.0,10,12,2.06905,0.0,54029.7,1.85083,0.00517093
366,367,hypercube,1,2000.0,false,protein,1,8,5.0,10,14,2.06905,0.0,51903.1,1.92667,0.00518133
367,368,hypercube,1,2000.0,false,protein,1,8,5.0,10,16,2.06905,0.0,49321.8,2.0275,0.00522664
368,369,hypercube,1,2000.0,false,protein,1,8,5.0,10,18,2.06905,0.0,51546.4,1.94,0.00516609
369,370,hypercube,1,2000.0,false,protein,1,8,5.0,100,2,1.39984,0.0,19946.8,5.01333,0.00564673
370,371,hypercube,1,2000.0,false,protein,1,8,5.0,100,4,1.39984,0.0,19367.3,5.16333,0.00511177
371,372,hypercube,1,2000.0,false,protein,1,8,5.0,100,6,1.39984,0.0,17431.7,5.73667,0.00515399
372,373,hypercube,1,2000.0,false,protein,1,8,5.0,100,8,1.39984,0.0,17662.6,5.66167,0.00524235
373,374,hypercube,1,2000.0,false,protein,1,8,5.0,100,10,1.39984,0.0,16000.0,6.25,0.00529105
374,375,hypercube,1,2000.0,false,protein,1,8,5.0,100,12,1.39984,0.0,16244.8,6.15583,0.00527526
375,376,hypercube,1,2000.0,false,protein,1,8,5.0,100,14,1.39984,0.0,15785.3,6.335,0.00541286
376,377,hypercube,1,2000.0,false,protein,1,8,5.0,100,16,1.39984,0.0,16440.6,6.0825,0.00534096
377,378,hypercube,1,2000.0,false,protein,1,8,5.0,100,18,1.39984,0.0,17084.3,5.85333,0.00513718
378,379,hypercube,1,2000.0,false,protein,1,8,5.0,1000,2,1.20287,0.166667,2727.09,0.000366692,0.00505861
379,380,hypercube,1,2000.0,false,protein,1,8,5.0,1000,4,1.20287,0.166667,2685.4,0.000372383,0.00520924
380,381,hypercube,1,2000.0,false,protein,1,8,5.0,1000,6,1.20287,0.166667,2705.26,0.00036965,0.00515633
381,382,hypercube,1,2000.0,false,protein,1,8,5.0,1000,8,1.20287,0.166667,2624.1,0.000381083,0.00514125
382,383,hypercube,1,2000.0,false,protein,1,8,5.0,1000,10,1.20287,0.166667,2599.65,0.000384667,0.00524862
383,384,hypercube,1,2000.0,false,protein,1,8,5.0,1000,12,1.20287,0.166667,2535.82,0.00039435,0.00516375
384,385,hypercube,1,2000.0,false,protein,1,8,5.0,1000,14,1.20287,0.166667,2483.96,0.000402583,0.00548122
385,386,hypercube,1,2000.0,false,protein,1,8,5.0,1000,16,1.20287,0.166667,2612.73,0.000382742,0.00525679
386,387,hypercube,1,2000.0,false,protein,1,8,5.0,1000,18,1.20287,0.166667,2463.56,0.000405917,0.00522802
387,388,hypercube,1,2000.0,false,protein,1,8,5.0,10000,2,1.03232,0.25,415.165,0.00240868,0.00510292
388,389,hypercube,1,2000.0,false,protein,1,8,5.0,10000,4,1.03232,0.25,350.77,0.00285087,0.00518628
389,390,hypercube,1,2000.0,false,protein,1,8,5.0,10000,6,1.03232,0.25,352.468,0.00283713,0.00515097
390,391,hypercube,1,2000.0,false,protein,1,8,5.0,10000,8,1.03232,0.25,341.492,0.00292832,0.00534106
391,392,hypercube,1,2000.0,false,protein,1,8,5.0,10000,10,1.03232,0.25,350.528,0.00285284,0.00519964
392,393,hypercube,1,2000.0,false,protein,1,8,5.0,10000,12,1.03232,0.25,347.309,0.00287928,0.00516171
393,394,hypercube,1,2000.0,false,protein,1,8,5.0,10000,14,1.03232,0.25,346.757,0.00288387,0.00516752
394,395,hypercube,1,2000.0,false,protein,1,8,5.0,10000,16,1.03232,0.25,357.357,0.00279833,0.00516365
395,396,hypercube,1,2000.0,false,protein,1,8,5.0,10000,18,1.03232,0.25,346.426,0.00288662,0.00508065
396,397,hypercube,1,2000.0,false,protein,1,8,8.0,10,2,2.3478,0.0,183486.0,5.45,0.00519436
397,398,hypercube,1,2000.0,false,protein,1,8,8.0,10,4,2.3478,0.0,85898.4,1.16417,0.00523109
398,399,hypercube,1,2000.0,false,protein,1,8,8.0,10,6,2.3478,0.0,56258.8,1.7775,0.00532407
399,400,hypercube,1,2000.0,false,protein,1,8,8.0,10,8,2.3478,0.0,41724.6,2.39667,0.00518598
400,401,hypercube,1,2000.0,false,protein,1,8,8.0,10,10,2.3478,0.0,58737.2,1.7025,0.00513327
401,402,hypercube,1,2000.0,false,protein,1,8,8.0,10,12,2.3478,0.0,55096.4,1.815,0.00539125
402,403,hypercube,1,2000.0,false,protein,1,8,8.0,10,14,2.3478,0.0,53643.3,1.86417,0.00533932
403,404,hypercube,1,2000.0,false,protein,1,8,8.0,10,16,2.3478,0.0,56127.2,1.78167,0.00515195
404,405,hypercube,1,2000.0,false,protein,1,8,8.0,10,18,2.3478,0.0,55427.3,1.80417,0.00534905
405,406,hypercube,1,2000.0,false,protein,1,8,8.0,100,2,1.96293,0.0,25311.1,3.95083,0.00535586
406,407,hypercube,1,2000.0,false,protein,1,8,8.0,100,4,1.96293,0.0,29161.6,3.42917,0.00518393
407,408,hypercube,1,2000.0,false,protein,1,8,8.0,100,6,1.96293,0.0,22429.9,4.45833,0.00519569
408,409,hypercube,1,2000.0,false,protein,1,8,8.0,100,8,1.96293,0.0,22667.2,4.41167,0.00531772
409,410,hypercube,1,2000.0,false,protein,1,8,8.0,100,10,1.96293,0.0,22388.1,4.46667,0.00536888
410,411,hypercube,1,2000.0,false,protein,1,8,8.0,100,12,1.96293,0.0,23139.2,4.32167,0.00507536
411,412,hypercube,1,2000.0,false,protein,1,8,8.0,100,14,1.96293,0.0,22598.9,4.425,0.00525249
412,413,hypercube,1,2000.0,false,protein,1,8,8.0,100,16,1.96293,0.0,22569.1,4.43083,0.00526507
413,414,hypercube,1,2000.0,false,protein,1,8,8.0,100,18,1.96293,0.0,24296.4,4.11583,0.00517258
414,415,hypercube,1,2000.0,false,protein,1,8,8.0,1000,2,1.56639,0.0,3438.49,0.000290825,0.00514222
415,416,hypercube,1,2000.0,false,protein,1,8,8.0,1000,4,1.56639,0.0,3223.73,0.0003102,0.00525726
416,417,hypercube,1,2000.0,false,protein,1,8,8.0,1000,6,1.56639,0.0,3296.07,0.000303392,0.00510991
417,418,hypercube,1,2000.0,false,protein,1,8,8.0,1000,8,1.56639,0.0,3224.94,0.000310083,0.00518683
418,419,hypercube,1,2000.0,false,protein,1,8,8.0,1000,10,1.56639,0.0,3338.06,0.000299575,0.00512178
419,420,hypercube,1,2000.0,false,protein,1,8,8.0,1000,12,1.56639,0.0,3119.48,0.000320567,0.00517061
420,421,hypercube,1,2000.0,false,protein,1,8,8.0,1000,14,1.56639,0.0,3033.75,0.000329625,0.00520517
421,422,hypercube,1,2000.0,false,protein,1,8,8.0,1000,16,1.56639,0.0,3208.99,0.000311625,0.00520084
422,423,hypercube,1,2000.0,false,protein,1,8,8.0,1000,18,1.56639,0.0,3225.2,0.000310058,0.0050974
423,424,hypercube,1,2000.0,false,protein,1,8,8.0,10000,2,1.0796,0.166667,365.68,0.00273463,0.00522203
424,425,hypercube,1,2000.0,false,protein,1,8,8.0,10000,4,1.0796,0.166667,369.901,0.00270343,0.00507767
425,426,hypercube,1,2000.0,false,protein,1,8,8.0,10000,6,1.0796,0.166667,370.652,0.00269795,0.00511167
426,427,hypercube,1,2000.0,false,protein,1,8,8.0,10000,8,1.0796,0.166667,360.828,0.0027714,0.00524648
427,428,hypercube,1,2000.0,false,protein,1,8,8.0,10000,10,1.0796,0.166667,370.301,0.00270051,0.00506002
428,429,hypercube,1,2000.0,false,protein,1,8,8.0,10000,12,1.0796,0.166667,373.839,0.00267495,0.00508564
429,430,hypercube,1,2000.0,false,protein,1,8,8.0,10000,14,1.0796,0.166667,371.523,0.00269163,0.00511503
430,431,hypercube,1,2000.0,false,protein,1,8,8.0,10000,16,1.0796,0.166667,374.163,0.00267263,0.00510121
431,432,hypercube,1,2000.0,false,protein,1,8,8.0,10000,18,1.0796,0.166667,375.027,0.00266647,0.00512603
432,433,hypercube,1,2000.0,false,protein,1,8,10.0,10,2,2.33048,0.0,187500.0,5.33333,0.00525335
433,434,hypercube,1,2000.0,false,protein,1,8,10.0,10,4,2.33048,0.0,91324.2,1.095,0.00512662
434,435,hypercube,1,2000.0,false,protein,1,8,10.0,10,6,2.33048,0.0,63728.1,1.56917,0.0052004
435,436,hypercube,1,2000.0,false,protein,1,8,10.0,10,8,2.33048,0.0,60150.4,1.6625,0.00521948
436,437,hypercube,1,2000.0,false,protein,1,8,10.0,10,10,2.33048,0.0,59113.3,1.69167,0.00513403
437,438,hypercube,1,2000.0,false,protein,1,8,10.0,10,12,2.33048,0.0,57720.1,1.7325,0.00518619
438,439,hypercube,1,2000.0,false,protein,1,8,10.0,10,14,2.33048,0.0,57251.9,1.74667,0.00521197
439,440,hypercube,1,2000.0,false,protein,1,8,10.0,10,16,2.33048,0.0,58055.2,1.7225,0.0052321
440,441,hypercube,1,2000.0,false,protein,1,8,10.0,10,18,2.33048,0.0,58765.9,1.70167,0.00514636
441,442,hypercube,1,2000.0,false,protein,1,8,10.0,100,2,1.92497,0.0,33660.6,2.97083,0.0052216
442,443,hypercube,1,2000.0,false,protein,1,8,10.0,100,4,1.92497,0.0,30030.0,3.33,0.00513094
443,444,hypercube,1,2000.0,false,protein,1,8,10.0,100,6,1.92497,0.0,26984.5,3.70583,0.00512252
444,445,hypercube,1,2000.0,false,protein,1,8,10.0,100,8,1.92497,0.0,26013.4,3.84417,0.00514784
445,446,hypercube,1,2000.0,false,protein,1,8,10.0,100,10,1.92497,0.0,24529.8,4.07667,0.00531561
446,447,hypercube,1,2000.0,false,protein,1,8,10.0,100,12,1.92497,0.0,23296.4,4.2925,0.00534904
447,448,hypercube,1,2000.0,false,protein,1,8,10.0,100,14,1.92497,0.0,24727.0,4.04417,0.00510754
448,449,hypercube,1,2000.0,false,protein,1,8,10.0,100,16,1.92497,0.0,21877.8,4.57083,0.00543464
449,450,hypercube,1,2000.0,false,protein,1,8,10.0,100,18,1.92497,0.0,21941.9,4.5575,0.00536174
450,451,hypercube,1,2000.0,false,protein,1,8,10.0,1000,2,1.43118,0.0833333,3464.8,0.000288617,0.00515747
451,452,hypercube,1,2000.0,false,protein,1,8,10.0,1000,4,1.43118,0.0833333,3557.56,0.000281092,0.00527958
452,453,hypercube,1,2000.0,false,protein,1,8,10.0,1000,6,1.43118,0.0833333,3344.3,0.000299017,0.00551133
453,454,hypercube,1,2000.0,false,protein,1,8,10.0,1000,8,1.43118,0.0833333,3459.71,0.000289042,0.00525582
454,455,hypercube,1,2000.0,false,protein,1,8,10.0,1000,10,1.43118,0.0833333,3618.6,0.00027635,0.00518472
455,456,hypercube,1,2000.0,false,protein,1,8,10.0,1000,12,1.43118,0.0833333,3448.37,0.000289992,0.00530604
456,457,hypercube,1,2000.0,false,protein,1,8,10.0,1000,14,1.43118,0.0833333,3178.3,0.000314633,0.00526353
457,458,hypercube,1,2000.0,false,protein,1,8,10.0,1000,16,1.43118,0.0833333,3435.54,0.000291075,0.00521851
458,459,hypercube,1,2000.0,false,protein,1,8,10.0,1000,18,1.43118,0.0833333,3497.83,0.000285892,0.00520346
459,460,hypercube,1,2000.0,false,protein,1,8,10.0,10000,2,1.05085,0.25,344.107,0.00290607,0.00516345
460,461,hypercube,1,2000.0,false,protein,1,8,10.0,10000,4,1.05085,0.25,367.512,0.002721,0.00512143
461,462,hypercube,1,2000.0,false,protein,1,8,10.0,10000,6,1.05085,0.25,359.851,0.00277892,0.00521983
462,463,hypercube,1,2000.0,false,protein,1,8,10.0,10000,8,1.05085,0.25,363.447,0.00275143,0.00505935
463,464,hypercube,1,2000.0,false,protein,1,8,10.0,10000,10,1.05085,0.25,357.77,0.00279509,0.00524635
464,465,hypercube,1,2000.0,false,protein,1,8,10.0,10000,12,1.05085,0.25,362.003,0.00276241,0.00511993
