,Experiment_ID,Algorithm,N,R,range_flag,type,seed,kproj,w,M,probes,Average AF,Recall@N,QPS,tApproximateAverage,tTrueAverage
465,466,hypercube,1,2000.0,false,protein,1,8,10.0,10000,14,1.05085,0.25,357.472,0.00279743,0.00517587
466,467,hypercube,1,2000.0,false,protein,1,8,10.0,10000,16,1.05085,0.25,364.614,0.00274263,0.00511701
467,468,hypercube,1,2000.0,false,protein,1,8,10.0,10000,18,1.05085,0.25,347.184,0.00288032,0.00519558
468,469,hypercube,1,2000.0,false,protein,1,8,12.0,10,2,2.3207,0.0,189274.0,5.28333,0.00519592
469,470,hypercube,1,2000.0,false,protein,1,8,12.0,10,4,2.3207,0.0,85836.9,1.165,0.00548495
470,471,hypercube,1,2000.0,false,protein,1,8,12.0,10,6,2.3207,0.0,60241.0,1.66,0.00534087
471,472,hypercube,1,2000.0,false,protein,1,8,12.0,10,8,2.3207,0.0,60301.5,1.65833,0.00514845
472,473,hypercube,1,2000.0,false,protein,1,8,12.0,10,10,2.3207,0.0,58422.6,1.71167,0.00526078
473,474,hypercube,1,2000.0,false,protein,1,8,12.0,10,12,2.3207,0.0,58708.4,1.70333,0.00534113
474,475,hypercube,1,2000.0,false,protein,1,8,12.0,10,14,2.3207,0.0,51679.6,1.935,0.00547777
475,476,hypercube,1,2000.0,false,protein,1,8,12.0,10,16,2.3207,0.0,59642.1,1.67667,0.00515625
476,477,hypercube,1,2000.0,false,protein,1,8,12.0,10,18,2.3207,0.0,56603.8,1.76667,0.00521708
477,478,hypercube,1,2000.0,false,protein,1,8,12.0,100,2,1.92932,0.0,33946.3,2.94583,0.00529199
478,479,hypercube,1,2000.0,false,protein,1,8,12.0,100,4,1.92932,0.0,28295.2,3.53417,0.00537568
479,480,hypercube,1,2000.0,false,protein,1,8,12.0,100,6,1.92932,0.0,24875.6,4.02,0.00526251
480,481,hypercube,1,2000.0,false,protein,1,8,12.0,100,8,1.92932,0.0,27341.1,3.6575,0.00518663
481,482,hypercube,1,2000.0,false,protein,1,8,12.0,100,10,1.92932,0.0,25348.5,3.945,0.00528849
482,483,hypercube,1,2000.0,false,protein,1,8,12.0,100,12,1.92932,0.0,21470.7,4.6575,0.00529065
483,484,hypercube,1,2000.0,false,protein,1,8,12.0,100,14,1.92932,0.0,24549.9,4.07333,0.00529712
484,485,hypercube,1,2000.0,false,protein,1,8,12.0,100,16,1.92932,0.0,21371.3,4.67917,0.00593277
485,486,hypercube,1,2000.0,false,protein,1,8,12.0,100,18,1.92932,0.0,26109.7,3.83,0.00513799
486,487,hypercube,1,2000.0,false,protein,1,8,12.0,1000,2,1.58059,0.0,3761.64,0.000265842,0.00518139
487,488,hypercube,1,2000.0,false,protein,1,8,12.0,1000,4,1.58059,0.0,3797.83,0.000263308,0.00517523
488,489,hypercube,1,2000.0,false,protein,1,8,12.0,1000,6,1.58059,0.0,3595.29,0.000278142,0.00520097
489,490,hypercube,1,2000.0,false,protein,1,8,12.0,1000,8,1.58059,0.0,3793.63,0.0002636,0.0051884
490,491,hypercube,1,2000.0,false,protein,1,8,12.0,1000,10,1.58059,0.0,3790.99,0.000263783,0.00519937
491,492,hypercube,1,2000.0,false,protein,1,8,12.0,1000,12,1.58059,0.0,3758.34,0.000266075,0.00516392
492,493,hypercube,1,2000.0,false,protein,1,8,12.0,1000,14,1.58059,0.0,3763.53,0.000265708,0.00519878
493,494,hypercube,1,2000.0,false,protein,1,8,12.0,1000,16,1.58059,0.0,3837.42,0.000260592,0.00518844
494,495,hypercube,1,2000.0,false,protein,1,8,12.0,1000,18,1.58059,0.0,3746.84,0.000266892,0.00518587
495,496,hypercube,1,2000.0,false,protein,1,8,12.0,10000,2,1.10435,0.25,388.289,0.0025754,0.00506139
496,497,hypercube,1,2000.0,false,protein,1,8,12.0,10000,4,1.10435,0.25,388.965,0.00257092,0.00511481
497,498,hypercube,1,2000.0,false,protein,1,8,12.0,10000,6,1.10435,0.25,384.869,0.00259828,0.00506487
498,499,hypercube,1,2000.0,false,protein,1,8,12.0,10000,8,1.10435,0.25,386.128,0.00258982,0.00512486
499,500,hypercube,1,2000.0,false,protein,1,8,12.0,10000,10,1.10435,0.25,358.317,0.00279083,0.00524715
500,501,hypercube,1,2000.0,false,protein,1,8,12.0,10000,12,1.10435,0.25,384.936,0.00259783,0.00510805
501,502,hypercube,1,2000.0,false,protein,1,8,12.0,10000,14,1.10435,0.25,386.481,0.00258745,0.00513305
502,503,hypercube,1,2000.0,false,protein,1,8,12.0,10000,16,1.10435,0.25,378.236,0.00264385,0.00512307
503,504,hypercube,1,2000.0,false,protein,1,8,12.0,10000,18,1.10435,0.25,385.002,0.00259739,0.00505218
504,505,hypercube,1,2000.0,false,protein,1,8,15.0,10,2,2.32293,0.0,193548.0,5.16667,0.00517476
505,506,hypercube,1,2000.0,false,protein,1,8,15.0,10,4,2.32293,0.0,80429.0,1.24333,0.00525755
506,507,hypercube,1,2000.0,false,protein,1,8,15.0,10,6,2.32293,0.0,54619.9,1.83083,0.00519396
507,508,hypercube,1,2000.0,false,protein,1,8,15.0,10,8,2.32293,0.0,27946.0,3.57833,0.00534519
508,509,hypercube,1,2000.0,false,protein,1,8,15.0,10,10,2.32293,0.0,57334.0,1.74417,0.00515792
509,510,hypercube,1,2000.0,false,protein,1,8,15.0,10,12,2.32293,0.0,60483.9,1.65333,0.00520428
510,511,hypercube,1,2000.0,false,protein,1,8,15.0,10,14,2.32293,0.0,59376.5,1.68417,0.00518716
511,512,hypercube,1,2000.0,false,protein,1,8,15.0,10,16,2.32293,0.0,57636.9,1.735,0.00524859
512,513,hypercube,1,2000.0,false,protein,1,8,15.0,10,18,2.32293,0.0,52770.4,1.895,0.00540175
513,514,hypercube,1,2000.0,false,protein,1,8,15.0,100,2,1.94195,0.0,41124.1,2.43167,0.00519224
514,515,hypercube,1,2000.0,false,protein,1,8,15.0,100,4,1.94195,0.0,29925.2,3.34167,0.00563017
515,516,hypercube,1,2000.0,false,protein,1,8,15.0,100,6,1.94195,0.0,27972.0,3.575,0.00522362
516,517,hypercube,1,2000.0,false,protein,1,8,15.0,100,8,1.94195,0.0,27560.9,3.62833,0.00523532
517,518,hypercube,1,2000.0,false,protein,1,8,15.0,100,10,1.94195,0.0,28255.2,3.53917,0.00519762
518,519,hypercube,1,2000.0,false,protein,1,8,15.0,100,12,1.94195,0.0,26803.7,3.73083,0.00520209
519,520,hypercube,1,2000.0,false,protein,1,8,15.0,100,14,1.94195,0.0,26513.5,3.77167,0.00531445
520,521,hypercube,1,2000.0,false,protein,1,8,15.0,100,16,1.94195,0.0,24891.1,4.0175,0.00515054
521,522,hypercube,1,2000.0,false,protein,1,8,15.0,100,18,1.94195,0.0,27384.8,3.65167,0.00525348
522,523,hypercube,1,2000.0,false,protein,1,8,15.0,1000,2,1.55521,0.0,4121.73,0.000242617,0.0051928
523,524,hypercube,1,2000.0,false,protein,1,8,15.0,1000,4,1.55521,0.0,3982.21,0.000251117,0.00517416
524,525,hypercube,1,2000.0,false,protein,1,8,15.0,1000,6,1.55521,0.0,4072.77,0.000245533,0.00516997
525,526,hypercube,1,2000.0,false,protein,1,8,15.0,1000,8,1.55521,0.0,3946.85,0.000253367,0.00522789
526,527,hypercube,1,2000.0,false,protein,1,8,15.0,1000,10,1.55521,0.0,3810.13,0.000262458,0.00525694
527,528,hypercube,1,2000.0,false,protein,1,8,15.0,1000,12,1.55521,0.0,3858.89,0.000259142,0.00541252
528,529,hypercube,1,2000.0,false,protein,1,8,15.0,1000,14,1.55521,0.0,3966.55,0.000252108,0.00522347
529,530,hypercube,1,2000.0,false,protein,1,8,15.0,1000,16,1.55521,0.0,3979.18,0.000251308,0.00526571
530,531,hypercube,1,2000.0,false,protein,1,8,15.0,1000,18,1.55521,0.0,4079.97,0.0002451,0.0052117
531,532,hypercube,1,2000.0,false,protein,1,8,15.0,10000,2,1.10283,0.25,410.207,0.00243779,0.00514547
532,533,hypercube,1,2000.0,false,protein,1,8,15.0,10000,4,1.10283,0.25,395.422,0.00252894,0.00508528
533,534,hypercube,1,2000.0,false,protein,1,8,15.0,10000,6,1.10283,0.25,407.89,0.00245164,0.00514902
534,535,hypercube,1,2000.0,false,protein,1,8,15.0,10000,8,1.10283,0.25,409.698,0.00244082,0.00516478
535,536,hypercube,1,2000.0,false,protein,1,8,15.0,10000,10,1.10283,0.25,408.698,0.00244679,0.0050761
536,537,hypercube,1,2000.0,false,protein,1,8,15.0,10000,12,1.10283,0.25,398.882,0.00250701,0.00521417
537,538,hypercube,1,2000.0,false,protein,1,8,15.0,10000,14,1.10283,0.25,412.602,0.00242364,0.00511213
538,539,hypercube,1,2000.0,false,protein,1,8,15.0,10000,16,1.10283,0.25,399.295,0.00250442,0.00509551
539,540,hypercube,1,2000.0,false,protein,1,8,15.0,10000,18,1.10283,0.25,395.797,0.00252655,0.00525783
540,541,hypercube,1,2000.0,false,protein,1,8,20.0,10,2,2.3558,0.0,183767.0,5.44167,0.00529174
541,542,hypercube,1,2000.0,false,protein,1,8,20.0,10,4,2.3558,0.0,96076.9,1.04083,0.00518208
542,543,hypercube,1,2000.0,false,protein,1,8,20.0,10,6,2.3558,0.0,65359.5,1.53,0.00524188
543,544,hypercube,1,2000.0,false,protein,1,8,20.0,10,8,2.3558,0.0,62926.1,1.58917,0.00518698
544,545,hypercube,1,2000.0,false,protein,1,8,20.0,10,10,2.3558,0.0,63391.4,1.5775,0.00522357
545,546,hypercube,1,2000.0,false,protein,1,8,20.0,10,12,2.3558,0.0,60575.5,1.65083,0.00514432
546,547,hypercube,1,2000.0,false,protein,1,8,20.0,10,14,2.3558,0.0,57887.1,1.7275,0.0051768
547,548,hypercube,1,2000.0,false,protein,1,8,20.0,10,16,2.3558,0.0,58309.0,1.715,0.00523387
548,549,hypercube,1,2000.0,false,protein,1,8,20.0,10,18,2.3558,0.0,59055.1,1.69333,0.00529787
549,550,hypercube,1,2000.0,false,protein,1,8,20.0,100,2,1.93253,0.0,47638.0,2.09917,0.00525855
550,551,hypercube,1,2000.0,false,protein,1,8,20.0,100,4,1.93253,0.0,37535.2,2.66417,0.00521193
551,552,hypercube,1,2000.0,false,protein,1,8,20.0,100,6,1.93253,0.0,30387.4,3.29083,0.00526386
552,553,hypercube,1,2000.0,false,protein,1,8,20.0,100,8,1.93253,0.0,29673.6,3.37,0.00529278
553,554,hypercube,1,2000.0,false,protein,1,8,20.0,100,10,1.93253,0.0,29491.3,3.39083,0.00518741
554,555,hypercube,1,2000.0,false,protein,1,8,20.0,100,12,1.93253,0.0,29397.4,3.40167,0.00516933
555,556,hypercube,1,2000.0,false,protein,1,8,20.0,100,14,1.93253,0.0,25559.1,3.9125,0.00532782
556,557,hypercube,1,2000.0,false,protein,1,8,20.0,100,16,1.93253,0.0,28342.0,3.52833,0.00535105
557,558,hypercube,1,2000.0,false,protein,1,8,20.0,100,18,1.93253,0.0,27771.3,3.60083,0.00516759
558,559,hypercube,1,2000.0,false,protein,1,8,20.0,1000,2,1.65872,0.0,4733.17,0.000211275,0.00521155
559,560,hypercube,1,2000.0,false,protein,1,8,20.0,1000,4,1.65872,0.0,4878.84,0.000204967,0.00526533
560,561,hypercube,1,2000.0,false,protein,1,8,20.0,1000,6,1.65872,0.0,4508.06,0.000221825,0.00523907
561,562,hypercube,1,2000.0,false,protein,1,8,20.0,1000,8,1.65872,0.0,4391.26,0.000227725,0.00519306
562,563,hypercube,1,2000.0,false,protein,1,8,20.0,1000,10,1.65872,0.0,4449.06,0.000224767,0.00524791
563,564,hypercube,1,2000.0,false,protein,1,8,20.0,1000,12,1.65872,0.0,4446.42,0.0002249,0.00531307
564,565,hypercube,1,2000.0,false,protein,1,8,20.0,1000,14,1.65872,0.0,4489.0,0.000222767,0.00522053
565,566,hypercube,1,2000.0,false,protein,1,8,20.0,1000,16,1.65872,0.0,4793.48,0.000208617,0.00521063
566,567,hypercube,1,2000.0,false,protein,1,8,20.0,1000,18,1.65872,0.0,4522.16,0.000221133,0.00523329
567,568,hypercube,1,2000.0,false,protein,1,8,20.0,10000,2,1.11676,0.0833333,476.002,0.00210083,0.00520872
568,569,hypercube,1,2000.0,false,protein,1,8,20.0,10000,4,1.11676,0.0833333,476.796,0.00209733,0.00515002
569,570,hypercube,1,2000.0,false,protein,1,8,20.0,10000,6,1.11676,0.0833333,458.763,0.00217978,0.00518475
570,571,hypercube,1,2000.0,false,protein,1,8,20.0,10000,8,1.11676,0.0833333,474.34,0.00210819,0.00516543
571,572,hypercube,1,2000.0,false,protein,1,8,20.0,10000,10,1.11676,0.0833333,430.104,0.00232502,0.00543754
572,573,hypercube,1,2000.0,false,protein,1,8,20.0,10000,12,1.11676,0.0833333,459.033,0.00217849,0.00510058
573,574,hypercube,1,2000.0,false,protein,1,8,20.0,10000,14,1.11676,0.0833333,462.504,0.00216214,0.00521753
574,575,hypercube,1,2000.0,false,protein,1,8,20.0,10000,16,1.11676,0.0833333,460.506,0.00217153,0.00512425
575,576,hypercube,1,2000.0,false,protein,1,8,20.0,10000,18,1.11676,0.0833333,468.39,0.00213497,0.00518386
576,577,hypercube,1,2000.0,false,protein,1,12,3.0,10,2,2.48624,0.0,114177.0,8.75833,0.00524489
577,578,hypercube,1,2000.0,false,protein,1,12,3.0,10,4,2.48624,0.0,21375.1,4.67833,0.00542488
578,579,hypercube,1,2000.0,false,protein,1,12,3.0,10,6,2.48624,0.0,7595.9,0.00013165,0.00524043
579,580,hypercube,1,2000.0,false,protein,1,12,3.0,10,8,2.48624,0.0,5305.51,0.000188483,0.00522235
580,581,hypercube,1,2000.0,false,protein,1,12,3.0,10,10,2.48624,0.0,4660.01,0.000214592,0.00527848
581,582,hypercube,1,2000.0,false,protein,1,12,3.0,10,12,2.48624,0.0,4464.78,0.000223975,0.00516778
582,583,hypercube,1,2000.0,false,protein,1,12,3.0,10,14,2.48624,0.0,4691.72,0.000213142,0.00532518
583,584,hypercube,1,2000.0,false,protein,1,12,3.0,10,16,2.48624,0.0,4702.19,0.000212667,0.00523267
584,585,hypercube,1,2000.0,false,protein,1,12,3.0,10,18,2.48624,0.0,4689.52,0.000213242,0.00532414
585,586,hypercube,1,2000.0,false,protein,1,12,3.0,100,2,1.59358,0.0833333,23442.1,4.26583,0.00525362
586,587,hypercube,1,2000.0,false,protein,1,12,3.0,100,4,1.59358,0.0833333,13239.2,7.55333,0.00519863
587,588,hypercube,1,2000.0,false,protein,1,12,3.0,100,6,1.59358,0.0833333,6605.75,0.000151383,0.00525921
588,589,hypercube,1,2000.0,false,protein,1,12,3.0,100,8,1.59358,0.0833333,4407.55,0.000226883,0.00530281
589,590,hypercube,1,2000.0,false,protein,1,12,3.0,100,10,1.59358,0.0833333,4184.1,0.000239,0.00523423
590,591,hypercube,1,2000.0,false,protein,1,12,3.0,100,12,1.59358,0.0833333,4253.66,0.000235092,0.0052009
591,592,hypercube,1,2000.0,false,protein,1,12,3.0,100,14,1.59358,0.0833333,4381.16,0.00022825,0.00517295
592,593,hypercube,1,2000.0,false,protein,1,12,3.0,100,16,1.59358,0.0833333,4196.39,0.0002383,0.00525694
593,594,hypercube,1,2000.0,false,protein,1,12,3.0,100,18,1.59358,0.0833333,4215.41,0.000237225,0.00516205
594,595,hypercube,1,2000.0,false,protein,1,12,3.0,1000,2,1.27712,0.166667,3081.58,0.000324508,0.00523478
595,596,hypercube,1,2000.0,false,protein,1,12,3.0,1000,4,1.27712,0.166667,2815.84,0.000355133,0.00519387
596,597,hypercube,1,2000.0,false,protein,1,12,3.0,1000,6,1.27712,0.166667,2315.26,0.000431917,0.00524651
597,598,hypercube,1,2000.0,false,protein,1,12,3.0,1000,8,1.27712,0.166667,2012.54,0.000496883,0.00523569
598,599,hypercube,1,2000.0,false,protein,1,12,3.0,1000,10,1.27712,0.166667,1989.92,0.000502533,0.00514049
599,600,hypercube,1,2000.0,false,protein,1,12,3.0,1000,12,1.27712,0.166667,1972.68,0.000506925,0.00522372
600,601,hypercube,1,2000.0,false,protein,1,12,3.0,1000,14,1.27712,0.166667,1912.17,0.000522967,0.00538767
601,602,hypercube,1,2000.0,false,protein,1,12,3.0,1000,16,1.27712,0.166667,1900.36,0.000526217,0.0052007
602,603,hypercube,1,2000.0,false,protein,1,12,3.0,1000,18,1.27712,0.166667,1975.18,0.000506283,0.00518112
603,604,hypercube,1,2000.0,false,protein,1,12,3.0,10000,2,1.11133,0.25,386.292,0.00258872,0.00516183
604,605,hypercube,1,2000.0,false,protein,1,12,3.0,10000,4,1.11133,0.25,365.464,0.00273625,0.00511752
605,606,hypercube,1,2000.0,false,protein,1,12,3.0,10000,6,1.11133,0.25,347.871,0.00287462,0.00523223
606,607,hypercube,1,2000.0,false,protein,1,12,3.0,10000,8,1.11133,0.25,324.911,0.00307777,0.00526968
607,608,hypercube,1,2000.0,false,protein,1,12,3.0,10000,10,1.11133,0.25,335.228,0.00298304,0.00523216
608,609,hypercube,1,2000.0,false,protein,1,12,3.0,10000,12,1.11133,0.25,348.457,0.00286979,0.00512377
609,610,hypercube,1,2000.0,false,protein,1,12,3.0,10000,14,1.11133,0.25,339.42,0.0029462,0.00516522
610,611,hypercube,1,2000.0,false,protein,1,12,3.0,10000,16,1.11133,0.25,336.747,0.00296959,0.00521912
611,612,hypercube,1,2000.0,false,protein,1,12,3.0,10000,18,1.11133,0.25,347.083,0.00288116,0.00509862
612,613,hypercube,1,2000.0,false,protein,1,12,4.0,10,2,2.10072,0.0,98441.3,1.01583,0.00519261
613,614,hypercube,1,2000.0,false,protein,1,12,4.0,10,4,2.10072,0.0,22304.8,4.48333,0.00518472
614,615,hypercube,1,2000.0,false,protein,1,12,4.0,10,6,2.10072,0.0,7697.24,0.000129917,0.00520705
615,616,hypercube,1,2000.0,false,protein,1,12,4.0,10,8,2.10072,0.0,5169.52,0.000193442,0.00516768
616,617,hypercube,1,2000.0,false,protein,1,12,4.0,10,10,2.10072,0.0,4796.16,0.0002085,0.00526964
617,618,hypercube,1,2000.0,false,protein,1,12,4.0,10,12,2.10072,0.0,4856.53,0.000205908,0.00521205
618,619,hypercube,1,2000.0,false,protein,1,12,4.0,10,14,2.10072,0.0,4807.88,0.000207992,0.00527985
619,620,hypercube,1,2000.0,false,protein,1,12,4.0,10,16,2.10072,0.0,4772.13,0.00020955,0.00528991
620,621,hypercube,1,2000.0,false,protein,1,12,4.0,10,18,2.10072,0.0,4816.18,0.000207633,0.00520419
621,622,hypercube,1,2000.0,false,protein,1,12,4.0,100,2,1.63237,0.0833333,18876.8,5.2975,0.00529823
622,623,hypercube,1,2000.0,false,protein,1,12,4.0,100,4,1.63237,0.0833333,11526.3,8.67583,0.00516602
623,624,hypercube,1,2000.0,false,protein,1,12,4.0,100,6,1.63237,0.0833333,5734.22,0.000174392,0.00524066
624,625,hypercube,1,2000.0,false,protein,1,12,4.0,100,8,1.63237,0.0833333,4352.72,0.000229742,0.00515152
625,626,hypercube,1,2000.0,false,protein,1,12,4.0,100,10,1.63237,0.0833333,4024.01,0.000248508,0.00525195
626,627,hypercube,1,2000.0,false,protein,1,12,4.0,100,12,1.63237,0.0833333,4106.92,0.000243492,0.00513732
627,628,hypercube,1,2000.0,false,protein,1,12,4.0,100,14,1.63237,0.0833333,3764.82,0.000265617,0.00526631
628,629,hypercube,1,2000.0,false,protein,1,12,4.0,100,16,1.63237,0.0833333,3658.76,0.000273317,0.00567381
629,630,hypercube,1,2000.0,false,protein,1,12,4.0,100,18,1.63237,0.0833333,4070.83,0.00024565,0.00522588
630,631,hypercube,1,2000.0,false,protein,1,12,4.0,1000,2,1.3707,0.166667,2944.57,0.000339608,0.00528558
631,632,hypercube,1,2000.0,false,protein,1,12,4.0,1000,4,1.366,0.166667,2184.76,0.000457717,0.00527838
632,633,hypercube,1,2000.0,false,protein,1,12,4.0,1000,6,1.366,0.166667,1947.99,0.00051335,0.00520935
633,634,hypercube,1,2000.0,false,protein,1,12,4.0,1000,8,1.366,0.166667,1691.74,0.000591108,0.00528816
634,635,hypercube,1,2000.0,false,protein,1,12,4.0,1000,10,1.366,0.166667,1647.92,0.000606825,0.00529946
635,636,hypercube,1,2000.0,false,protein,1,12,4.0,1000,12,1.366,0.166667,1687.93,0.000592442,0.00512913
636,637,hypercube,1,2000.0,false,protein,1,12,4.0,1000,14,1.366,0.166667,1654.76,0.000604317,0.00520715
637,638,hypercube,1,2000.0,false,protein,1,12,4.0,1000,16,1.366,0.166667,890.076,0.0011235,0.0053378
638,639,hypercube,1,2000.0,false,protein,1,12,4.0,1000,18,1.366,0.166667,1723.74,0.000580133,0.0051451
639,640,hypercube,1,2000.0,false,protein,1,12,4.0,10000,2,1.3707,0.166667,2204.5,0.000453617,0.00524269
640,641,hypercube,1,2000.0,false,protein,1,12,4.0,10000,4,1.11066,0.166667,354.595,0.00282012,0.0051217
641,642,hypercube,1,2000.0,false,protein,1,12,4.0,10000,6,1.05327,0.25,312.825,0.00319667,0.00503174
642,643,hypercube,1,2000.0,false,protein,1,12,4.0,10000,8,1.05327,0.25,309.645,0.0032295,0.00506705
643,644,hypercube,1,2000.0,false,protein,1,12,4.0,10000,10,1.05327,0.25,313.371,0.00319111,0.00507989
644,645,hypercube,1,2000.0,false,protein,1,12,4.0,10000,12,1.05327,0.25,306.145,0.00326642,0.00515872
645,646,hypercube,1,2000.0,false,protein,1,12,4.0,10000,14,1.05327,0.25,302.702,0.00330358,0.00519231
646,647,hypercube,1,2000.0,false,protein,1,12,4.0,10000,16,1.05327,0.25,306.376,0.00326397,0.00512476
647,648,hypercube,1,2000.0,false,protein,1,12,4.0,10000,18,1.05327,0.25,302.412,0.00330674,0.00507773
648,649,hypercube,1,2000.0,false,protein,1,12,5.0,10,2,2.19675,0.0833333,78791.9,1.26917,0.00520748
649,650,hypercube,1,2000.0,false,protein,1,12,5.0,10,4,2.19675,0.0833333,22075.1,4.53,0.00520434
650,651,hypercube,1,2000.0,false,protein,1,12,5.0,10,6,2.19675,0.0833333,7661.37,0.000130525,0.00525602
651,652,hypercube,1,2000.0,false,protein,1,12,5.0,10,8,2.19675,0.0833333,5145.58,0.000194342,0.00519955
652,653,hypercube,1,2000.0,false,protein,1,12,5.0,10,10,2.19675,0.0833333,4596.47,0.000217558,0.00525313
653,654,hypercube,1,2000.0,false,protein,1,12,5.0,10,12,2.19675,0.0833333,4549.42,0.000219808,0.00519326
654,655,hypercube,1,2000.0,false,protein,1,12,5.0,10,14,2.19675,0.0833333,4407.55,0.000226883,0.00525663
655,656,hypercube,1,2000.0,false,protein,1,12,5.0,10,16,2.19675,0.0833333,4491.02,0.000222667,0.00565699
656,657,hypercube,1,2000.0,false,protein,1,12,5.0,10,18,2.19675,0.0833333,4651.16,0.000215,0.00523782
657,658,hypercube,1,2000.0,false,protein,1,12,5.0,100,2,1.29709,0.0833333,20020.0,4.995,0.00519937
658,659,hypercube,1,2000.0,false,protein,1,12,5.0,100,4,1.29709,0.0833333,11701.6,8.54583,0.00516021
659,660,hypercube,1,2000.0,false,protein,1,12,5.0,100,6,1.29709,0.0833333,5954.74,0.000167933,0.00520694
660,661,hypercube,1,2000.0,false,protein,1,12,5.0,100,8,1.29709,0.0833333,4169.13,0.000239858,0.00526831
661,662,hypercube,1,2000.0,false,protein,1,12,5.0,100,10,1.29709,0.0833333,4057.76,0.000246442,0.00545382
662,663,hypercube,1,2000.0,false,protein,1,12,5.0,100,12,1.29709,0.0833333,3995.07,0.000250308,0.00543522
663,664,hypercube,1,2000.0,false,protein,1,12,5.0,100,14,1.29709,0.0833333,3987.37,0.000250792,0.00520807
664,665,hypercube,1,2000.0,false,protein,1,12,5.0,100,16,1.29709,0.0833333,3890.04,0.000257067,0.0052225
665,666,hypercube,1,2000.0,false,protein,1,12,5.0,100,18,1.29709,0.0833333,4128.82,0.0002422,0.00522428
666,667,hypercube,1,2000.0,false,protein,1,12,5.0,1000,2,1.1265,0.166667,2734.42,0.000365708,0.00526538
667,668,hypercube,1,2000.0,false,protein,1,12,5.0,1000,4,1.1265,0.166667,2415.99,0.000413908,0.00516988
668,669,hypercube,1,2000.0,false,protein,1,12,5.0,1000,6,1.1265,0.166667,1947.26,0.000513542,0.00525468
669,670,hypercube,1,2000.0,false,protein,1,12,5.0,1000,8,1.1265,0.166667,1808.26,0.000553017,0.00518159
670,671,hypercube,1,2000.0,false,protein,1,12,5.0,1000,10,1.1265,0.166667,1685.37,0.000593342,0.00515646
671,672,hypercube,1,2000.0,false,protein,1,12,5.0,1000,12,1.1265,0.166667,1741.73,0.000574142,0.00521148
672,673,hypercube,1,2000.0,false,protein,1,12,5.0,1000,14,1.1265,0.166667,1752.93,0.000570475,0.00517348
673,674,hypercube,1,2000.0,false,protein,1,12,5.0,1000,16,1.1265,0.166667,1698.66,0.0005887,0.00516112
674,675,hypercube,1,2000.0,false,protein,1,12,5.0,1000,18,1.1265,0.166667,1767.12,0.000565892,0.00521313
675,676,hypercube,1,2000.0,false,protein,1,12,5.0,10000,2,1.06251,0.166667,1177.58,0.0008492,0.00525248
676,677,hypercube,1,2000.0,false,protein,1,12,5.0,10000,4,1.0,0.25,343.885,0.00290795,0.00512643
677,678,hypercube,1,2000.0,false,protein,1,12,5.0,10000,6,1.0,0.25,316.92,0.00315537,0.00519821
678,679,hypercube,1,2000.0,false,protein,1,12,5.0,10000,8,1.0,0.25,310.297,0.00322272,0.00509664
679,680,hypercube,1,2000.0,false,protein,1,12,5.0,10000,10,1.0,0.25,312.833,0.00319659,0.00509222
680,681,hypercube,1,2000.0,false,protein,1,12,5.0,10000,12,1.0,0.25,315.233,0.00317226,0.00506403
681,682,hypercube,1,2000.0,false,protein,1,12,5.0,10000,14,1.0,0.25,307.365,0.00325346,0.0050803
682,683,hypercube,1,2000.0,false,protein,1,12,5.0,10000,16,1.0,0.25,306.35,0.00326424,0.00515852
683,684,hypercube,1,2000.0,false,protein,1,12,5.0,10000,18,1.0,0.25,312.567,0.00319932,0.00516386
684,685,hypercube,1,2000.0,false,protein,1,12,8.0,10,2,2.2833,0.0,124352.0,8.04167,0.00522109
685,686,hypercube,1,2000.0,false,protein,1,12,8.0,10,4,2.2833,0.0,22501.4,4.44417,0.00531229
686,687,hypercube,1,2000.0,false,protein,1,12,8.0,10,6,2.2833,0.0,7862.15,0.000127192,0.00526985
687,688,hypercube,1,2000.0,false,protein,1,12,8.0,10,8,2.2833,0.0,5309.5,0.000188342,0.0052085
688,689,hypercube,1,2000.0,false,protein,1,12,8.0,10,10,2.2833,0.0,4866.57,0.000205483,0.00527478
689,690,hypercube,1,2000.0,false,protein,1,12,8.0,10,12,2.2833,0.0,4876.86,0.00020505,0.00519873
690,691,hypercube,1,2000.0,false,protein,1,12,8.0,10,14,2.2833,0.0,4654.23,0.000214858,0.00531712
691,692,hypercube,1,2000.0,false,protein,1,12,8.0,10,16,2.2833,0.0,4861.25,0.000205708,0.00520374
692,693,hypercube,1,2000.0,false,protein,1,12,8.0,10,18,2.2833,0.0,4541.67,0.000220183,0.00531749
693,694,hypercube,1,2000.0,false,protein,1,12,8.0,100,2,1.87303,0.0,31080.0,3.2175,0.00520282
694,695,hypercube,1,2000.0,false,protein,1,12,8.0,100,4,1.87303,0.0,14487.5,6.9025,0.00536741
695,696,hypercube,1,2000.0,false,protein,1,12,8.0,100,6,1.87303,0.0,6740.82,0.00014835,0.00524796
696,697,hypercube,1,2000.0,false,protein,1,12,8.0,100,8,1.87303,0.0,4877.45,0.000205025,0.00521134
697,698,hypercube,1,2000.0,false,protein,1,12,8.0,100,10,1.87303,0.0,4324.64,0.000231233,0.00533734
698,699,hypercube,1,2000.0,false,protein,1,12,8.0,100,12,1.87303,0.0,4551.32,0.000219717,0.00524785
